{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:28:03 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:31:02 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:31:02 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:31:02 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:31:02 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:31:02 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:31:02 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:33:09 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:34:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 404' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:40:04 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:42:29 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
{ 'log_level':'ERROR    ', 'time_stamp':'12/22/2015 09:44:37 AM CST', 'logger_name':'smart.sensor.commands', 'path_to_file':'/home/hayden/projects/github/SmartSystem/smart/sensor/commands.py', 'function_name':'execute', 'line_number':'32', 'message':'error: Response status: 500' }
